guid	text_a	most-value	in-decrease	speci	cmp	more-less	trend
9016-0	为发达国家发展中国家和中国1950年-2050年含预测老龄人口（≥65岁比重变化图。问题。下列叙述正确的是	0	0	0	1	0	0
9071-0	如图表示我国某地某日测试记录的到达底面的太阳辐射日变化完成下题该日日期及天气状况可能是	0	1	1	0	0	0
9087-0	据国家统计局2007年2月28日发布的中华人民共和国2006年国民经济和社会发展统计公报》，2006年末我国人口为131448万人，中国60岁及以上人口已超过1.49亿，人口增长趋势图下列各题。到本世纪中叶以后，我国有可能出现人口负增长，其主要原因是	0	1	0	0	0	0
9138-0	为长江三角洲某城市多年平均太阳辐射值逐月变化柱状图。完成下列各题。该城市平均太阳辐射值最大的季节是	0	0	0	0	1	0
9157-0	饱和水汽是一定温度下空气中所能够容纳的最大水汽。如图示意饱和水汽与气温的关系，下列各题。下列有关饱和水汽与气温关系的叙述，正确的是①气温越高，饱和水汽越大②气温越低，饱和水汽越大③气温越高，饱和水汽随温度的变化率越大④气温越低，饱和水汽随温度的变化率越大	0	1	0	0	0	0
9171-0	表，完成下列各题。中国大陆人口数量在世界人口总数中的比例中国与世界人口增长速度的说法正确的是	0	0	0	1	0	1
9202-0	人口抚养比指总人口中非劳动年龄人口数与劳动年龄15-64岁人口数之比。示意我国某省1990年2000年和2010年三个年份人口逐岁累计比重。，以下问题。据图可推断三个年份中	0	0	0	1	0	0
9293-0	我国四个省级行政区人口耕地资料，读表完成问题。关于A，B，C，D四个省区的名称对应正确的是	1	0	0	0	1	0
9309-0	抚养比是指非劳动力人口数与劳动力人口数之间的比率。老年抚养比=（65岁以上人口数/15-64岁人口数）×100%；少年抚养比=（0-14岁少年儿童人口数∕15-64岁人口数）×100%。“人口红利期是指随着生育率的下降和总人口中劳动适龄人口比重的上升，形成了一个劳动力资源相对丰富人口抚养负担相对较轻的时期。图为我国不同年龄段人口比例随时间变化图，完成下列各题。在最大人口红利期，老年抚养比少年抚养比大约是	1	0	0	1	0	0
9310-0	是1980-2007年福建省人口自然变动曲线图单位‰），完成各题。1990年至1999年间，福建省人口出生率为迅速下降，与人口出生率迅速下降无关的是	0	1	0	0	0	0
9310-1	是1980-2007年福建省人口自然变动曲线图单位‰），完成各题。据图下列叙述正确的是	0	1	0	0	0	1
9320-0	图示意我国1960-2045年每五年劳动人口增长变化含预测）。完成下列各题。我国劳动人口数量最多的年份是	0	1	1	0	0	0
9320-1	图示意我国1960-2045年每五年劳动人口增长变化含预测）。完成下列各题。未来10年劳动人口数量的变化将导致	0	1	1	0	0	0
9322-0	某国国情简表，问题。从自然条件该国发展农业生产的限制性条件是	0	0	1	0	0	0
9404-0	辽宁省与广东省不同年份城市人口比重比较表据此完成下列各题。两省城市化进程差异明显，主要原因有①辽宁省城市化水平高主要得益于第三产业的快速发展②在1990-2000年间辽宁省城市化发展缓慢的原因之一是产业结构单一③广东省起步晚是由于气候条件优越，农业发达，制约了城市化的发展④广东省后来居上主要得益于外资企业的迅猛发展	0	1	0	1	0	0
9589-0	如图为太阳辐射总量随纬度的变化坐标图，完成下题关于图中ABC三条线所代表的地理含义的描述，正确的一组是	0	0	0	1	1	0
9589-1	如图为太阳辐射总量随纬度的变化坐标图，完成下题关于B线的解释，正确的是	1	0	0	0	0	0
9612-0	某国2010年出生人口数为1574万，是该国2010-2016年人口出生率自然增长率统计图。，完成下面小题。该国是	0	1	1	0	0	1
9630-0	2015年12月15日，广东国际机器人论坛在广东省肇庆市召开。与会专家表示，广东省应重点加快本土机器人产业发展。2013年广东省珠江三角洲粤东粤北粤西产业结构统计表。据此完成下面小题。广东省机器人产业投资建设最适宜的地区是	1	0	0	0	0	0
9649-0	凋落物是联系植被与土壤两个系统的纽带，主要包括植被凋落的叶和茎等物质。左图为我国某地凋落物数量的逐月变化示意图，右图为甲树种春季凋落景观图。，完成小题。乙树种广泛分布于我国下列地区中的	0	0	0	1	1	0
9717-0	为1985年以来我国人口自然变动示意图”。完成下列各题。我国人口状况是	0	1	0	1	0	1
9723-0	20世纪世界人口资源环境污染的相关示意图下列各题。关于人口增长资源环境污染相关关系的叙述，正确的是	0	0	0	1	0	1
9723-1	20世纪世界人口资源环境污染的相关示意图下列各题。由图示可反映出制约环境人口容量最主要的因素是	0	0	0	1	0	1
9733-0	2015年4月，国务院正式批复同意设立湖南湘江新区。该新区现有常住人口85万，其中两院院士40余人，大中专院校30多所，在校大学生30余万人。湖南湘江新区产业及城市化率数据表单位：%），下列各题。与2014年相比，2025年湘江新区产业结构变化的特点是	0	1	0	0	0	0
9733-1	2015年4月，国务院正式批复同意设立湖南湘江新区。该新区现有常住人口85万，其中两院院士40余人，大中专院校30多所，在校大学生30余万人。湖南湘江新区产业及城市化率数据表单位：%），下列各题。到2025年时，湘江新区城市化率将大幅度提升，主要是因为①传统工业发展迅速②服务业的带动作用③农村人口大量就地城市化④高校大幅度扩招	0	1	0	0	0	0
9749-0	几个国家的城市化进程图，下列问题。1975年，与英国相比，巴西城市化特点是	0	0	0	1	1	1
9749-1	几个国家的城市化进程图，下列问题。1950年，英国城市化水平变化的主要原因有①城市环境恶化②乡村小城镇基础设施的完善③农村剩余劳动力的转移④城市中心区的萎缩	0	1	0	0	1	0
9786-0	美国新型火星探测飞船--“火星勘测轨道飞行器于美国东部时间2005年8月12日7时43分西五区区时从肯尼迪航天中心发射升空。美宇航局下属的喷气推进实验室说，这艘飞船将探测火星上生命线索，并为未来的火星登陆寻找合适的地点。阅读，完成下面小题。火星表面的平均温度值比地球小，最主要的原因是	0	0	0	1	0	0
9786-1	美国新型火星探测飞船--“火星勘测轨道飞行器于美国东部时间2005年8月12日7时43分西五区区时从肯尼迪航天中心发射升空。美宇航局下属的喷气推进实验室说，这艘飞船将探测火星上生命线索，并为未来的火星登陆寻找合适的地点。阅读，完成下面小题。在表上的四颗行星上，能体会度日如年的是	0	0	0	1	0	0
9825-0	是北半球亚热带某地降水量逐月累计曲线图。下列各题。该地最易发生洪涝的季节是	0	1	0	0	1	0
9825-1	是北半球亚热带某地降水量逐月累计曲线图。下列各题。利用该地的典型农产品，可发展的工业是	0	1	0	0	1	0
9849-0	为某国人口自然增长率变化情况图1940-2015年）。，完成下面小题。1970年该国	1	0	0	0	0	0
9849-1	为某国人口自然增长率变化情况图1940-2015年）。，完成下面小题。2015年该国	0	0	1	0	0	0
9849-2	为某国人口自然增长率变化情况图1940-2015年）。，完成下面小题。该国最可能是	1	0	1	0	0	0
9912-0	是欧洲某国1940-2012年人口自然增长率变化情况。，完成下列各题。只考虑人口自然增长，该国图示阶段人口最多的年份是	0	0	1	0	0	0
9915-0	表示我国某地区多年平均水分盈亏量盈亏量降水量-蒸发量年内逐月变化，据此下题。该地形区可能位于	0	0	1	0	0	0
9915-1	表示我国某地区多年平均水分盈亏量盈亏量降水量-蒸发量年内逐月变化，据此下题。制约该地区发展农业生产的主导因素是	1	0	1	0	0	0
9944-0	如图为中国英国和美国三个国家城市化进程示意图含预测）”，完成下题与美国英国相比，1950年以来中国城市化	0	1	0	1	0	0
9944-1	如图为中国英国和美国三个国家城市化进程示意图含预测）”，完成下题影响美国英国和中国城市化进程差异的主要因素是	0	1	0	1	0	0
10006-0	表示我国东部中部和西部三个地带GDP亿元的增长，据此完成下面小题。能分别正确反映东中西部三个地带GDP增长的折线依次是	0	1	0	1	0	0
10006-1	表示我国东部中部和西部三个地带GDP亿元的增长，据此完成下面小题。关于三个地带发展的叙述，不正确的是	0	1	0	1	0	0
10017-0	1995-2009年我国某省级行政区户籍人口迁移变动情况图结合所学知识，完成下题1995-2009年，该省级行政区户籍人口	0	0	0	0	0	1
10017-1	1995-2009年我国某省级行政区户籍人口迁移变动情况图结合所学知识，完成下题从人口迁移模式看，该省级行政区域可能是	0	0	0	0	0	1
10022-0	抚养比是指人口中非劳动年龄人口数与劳动年龄人口数之比。当总抚养比≤50%时称为人口红利期。是我国沿海某省2000-2010年抚养比变化。该省开始进入人口红利期的时间	0	0	1	0	0	0
10022-1	抚养比是指人口中非劳动年龄人口数与劳动年龄人口数之比。当总抚养比≤50%时称为人口红利期。是我国沿海某省2000-2010年抚养比变化。该省	0	1	0	0	0	0
10025-0	北京市人口统计表，完成下列各题。北京市2006年人口增长的主要特点是	0	1	0	0	0	0
10025-1	北京市人口统计表，完成下列各题。该表数据反映出北京市	0	1	0	0	0	0
10044-0	四个国家在同一年度中的粮食作物生产的统计表，据此完成下列各题。最有可能大规模生产谷物的国家是	0	0	0	1	1	0
10044-1	四个国家在同一年度中的粮食作物生产的统计表，据此完成下列各题。与丙丁两国的农业特点相符的是	0	0	0	1	0	0
10057-0	人口状况对一个地区的社会和经济发展有重要影响。为上海市人口机械增长率与自然增长率变化图。下面小题下列年份上海市人口增长率最低是	1	0	0	1	0	0
10057-1	人口状况对一个地区的社会和经济发展有重要影响。为上海市人口机械增长率与自然增长率变化图。下面小题图中反映上海市人口总量的变动态势是	0	0	0	1	0	1
10116-0	是北半球亚热带某地2013年降水量逐月累加柱状图。下列问题。该地水循环最活跃的季节是	0	1	0	0	1	0
10140-0	总抚养比是指非劳动年龄0-19岁65岁及以上人口与劳动年龄20-64岁人口之比，包括青少儿抚养比0-19岁人口与劳动人口之比和老年抚养比65岁及以上人口与劳动人口之比）。2016年1月1日起，我国全面放开二孩政策。为我国青少儿抚养比和老年抚养比变化预测图。据此下列问题。我国总抚养比呈持续上升的时间段是	0	1	0	0	0	0
10140-1	总抚养比是指非劳动年龄0-19岁65岁及以上人口与劳动年龄20-64岁人口之比，包括青少儿抚养比0-19岁人口与劳动人口之比和老年抚养比65岁及以上人口与劳动人口之比）。2016年1月1日起，我国全面放开二孩政策。为我国青少儿抚养比和老年抚养比变化预测图。据此下列问题。全面放开二孩政策20年内，我国	0	1	0	0	0	0
10150-0	是我国东南沿海经济发达地区某新兴城市人口增长示意图。下面小题。1991年至1998年，该城市人口迅速增长的主要原因是	0	1	0	0	0	0
10150-1	是我国东南沿海经济发达地区某新兴城市人口增长示意图。下面小题。该城市人口迅速增长，近期可能导致的主要问题是	0	1	0	0	0	0
10161-0	公共服务区等提供自行车单车共享服务，是共享经济的一种新形态。某高校学生小明小亮针对所在城市共享单车的使用情况，进行了社会实践调查。为在调查过程中他们制作的城市一天中共享单车在不同区域的停车数量统计图。据此完成下面小题。图中甲乙曲线所代表的分布地，分别为城市中的	0	0	0	0	1	0
10166-0	鲁尔区三大产业就业人数变化示意图下列下面小题。关于图中内容的叙述，正确的是	0	0	0	1	0	1
10179-0	日照时数指太阳在某地实际照射的时间，图们江是中国与朝鲜的界河。为图们江流域日照时数年内变化柱状图。据此完成下列各题。日照百分率为一个时段内某地日照时数与理论上最大的日照时数的比值（﹪）。该流域9月份的日照百分率大约为	0	0	1	0	0	0
10179-1	日照时数指太阳在某地实际照射的时间，图们江是中国与朝鲜的界河。为图们江流域日照时数年内变化柱状图。据此完成下列各题。该流域日照时数在7月出现低谷的主要原因是	0	0	1	0	1	0
10286-0	我国北京上海近十年常住人口年均增速统计表。据此完成下列各题。据表可知2007-2016年北京常住人口	0	0	1	0	0	0
10395-0	是我国30°N植被叶面积指数变化示意图叶面积指数是指单位土地面积上植物叶片总面积占土地面积的倍数)。完成下列各题。造成我国100°E以西地区植被叶面积指数较小的最主要因素是	0	0	0	0	1	0
10395-1	是我国30°N植被叶面积指数变化示意图叶面积指数是指单位土地面积上植物叶片总面积占土地面积的倍数)。完成下列各题。我国100°E以东地区植被叶面积变化，反映的地域分异规律主要是	0	0	0	0	1	1
10407-0	北半球到达大气上界太阳辐射随纬度变化的分布图完成下列问题。全球到达大气上界太阳辐射分布的突出特点是	0	1	0	0	0	1
10411-0	下表中所列的是12月22日甲乙丙丁四地的白昼时间，根据数据完成下列问题。四地中属于南半球的是	0	0	1	0	0	0
10411-1	下表中所列的是12月22日甲乙丙丁四地的白昼时间，根据数据完成下列问题。四地所处纬度按从高到低的顺序排列正确的是	0	0	1	0	0	0
10419-0	某中等城市常住人口密度与距市中心距离关系图完成下题住宅区密集分布的区域是	0	0	0	0	1	0
10419-1	某中等城市常住人口密度与距市中心距离关系图完成下题距市中心2km内常住人口密度并不最高的主要原因是该区	0	0	0	0	1	0
10424-0	如图为我国某城市主要功能用地面积空间变化图完成下题距市中心4千米附近工业发展的主要区位优势是	0	0	0	0	1	0
10425-0	年平均气温0以下地区有常年积雪分布，常年积雪下限称为雪线，雪线高度与气温和降水相关。是北半球某山地南坡和北坡年平均气温随海拔变化情况。，完成下面小题。甲坡的雪线高度约为	0	0	1	0	0	0
10425-1	年平均气温0以下地区有常年积雪分布，常年积雪下限称为雪线，雪线高度与气温和降水相关。是北半球某山地南坡和北坡年平均气温随海拔变化情况。，完成下面小题。关于甲坡和乙坡的叙述，正确的是	0	0	1	1	0	0
10485-0	示意我国1960-2045年每五年劳动人口增长变化含预测)。，完成下题。我国劳动人口数量最多的年份是	0	0	1	0	0	0
10485-1	示意我国1960-2045年每五年劳动人口增长变化含预测)。，完成下题。2015-2025劳动人口数量的变化会导致	0	0	1	0	0	0
10488-0	城市人口集聚的基本逻辑：经济-人口平衡。从长期来看，决定一个城市人口集聚规模的关键在于该城市与所在国家其他地区的收入差距。这种区域收入差距可简单地用区域经济份额与区域人口份额的比值来表示。当城市在人口集聚规模基本稳定时，其经济份额与人口份额的比值将保持1附近的水平。北京市和上海市经济份额与人口份额比值变化图完成下面小题。据图可知，与北京市相比，近60年上海市	0	0	1	1	0	0
10488-1	城市人口集聚的基本逻辑：经济-人口平衡。从长期来看，决定一个城市人口集聚规模的关键在于该城市与所在国家其他地区的收入差距。这种区域收入差距可简单地用区域经济份额与区域人口份额的比值来表示。当城市在人口集聚规模基本稳定时，其经济份额与人口份额的比值将保持1附近的水平。北京市和上海市经济份额与人口份额比值变化图完成下面小题。据材料，北京市和上海市未来人口	0	0	1	0	0	0
10500-0	山东威海市近年来三大产业结构比例（%）及国内GDP总值亿元统计表。据此下列各题。1999年以来，威海市	0	0	0	1	0	1
10500-1	山东威海市近年来三大产业结构比例（%）及国内GDP总值亿元统计表。据此下列各题。与1999年相比，目前威海市	0	0	0	1	0	1
10512-0	如图示意2001-2011年我国城镇人口增长率与建成区面积增长率的比较(%)。2001-2008年我国城市人口人均城市用地面积	0	0	0	1	0	0
10512-1	如图示意2001-2011年我国城镇人口增长率与建成区面积增长率的比较(%)。据上图结合相关知识可判断，2001年以来我国	0	0	1	0	0	0
10538-0	下题影响XYZ的主要农业区位因素是	0	0	0	1	0	0
10538-1	下题如果要在XYZ三地发展花卉种植乳牛饲养小麦生产，下列方案最合理的是①X地种植小麦的经济效益最高②X地应该发展花卉种植③距城市20-60千米远的地方适合饲养乳牛④小麦生产应位于距城市60-100千米处	0	0	0	1	0	0
10540-0	在2013年，我国整个自动化市场走出市场低速摆脱颓势，寻求平稳增长，而工业机器人市场仍然一路高歌，其增长水平远超自动化市场水平，达到高速快增。图4为我国2006年到2013年中国工业机器人市场规模统计图，下列问题。下列因素中有利于工业机器人生产规模大幅提高的有①我国人口红利已经消失②用工成本节节攀升且招工困难③高技术产业对工业机器人的需求扩大④发达国家或地区刘易斯人口拐点劳动力过剩向短缺的转折点到来中国制造业中机器人存在庞大的替代空间国家出台一系列的保护政策	0	0	0	0	0	1
10571-0	长江中下游地区与青海西藏地区土地生产潜力和最大人口密度表，下列各题。据分析研究，西藏的人口合理容量正在减小，原因可能是①消费水平迅速上升②生产活动过程中破坏了生态环境③青藏铁路的开通，方便了与外界之间的联系④自然灾害的增多	0	0	0	1	0	0
10622-0	如图示意我国及东部中部西部三大地带能源自给率的变化情况。据此下列下列各题。图中四条曲线代表西部地带的是	0	1	1	0	0	0
10622-1	如图示意我国及东部中部西部三大地带能源自给率的变化情况。据此下列下列各题。下列地区可以大量调出能源输往Ⅳ地带的是①东北地区②西北地区③青藏地区④西南地区	0	0	0	1	0	0
10625-0	我国部分地区的土地生产潜力和最大可能人口密度表”。结合，下列各题。表中信息反映的影响人口承载力的主导因素是	0	0	0	1	0	0
10625-1	我国部分地区的土地生产潜力和最大可能人口密度表”。结合，下列各题。下列关于青藏地区环境人口容量的说法，正确的是①地域广大，资源丰富，环境人口容量大②地处内陆，气候干旱，环境人口容量小③生态脆弱，环境人口容量小④充分利用该地区丰富的太阳能资源，增大环境人口容量	0	0	0	0	1	0
10645-0	2017年6月2日，日本厚生劳动省公布的人口动态统计数据显示，日本国内2016年出生的婴儿为97.6979万人，是1899年开始采用现行统计方法以来首次跌破100万人。为1970年至2016年日本人口出生数与人口死亡数统计图，，完成下题。日本人口自然增长开始进入负增长的年份是	0	0	0	1	0	0
10645-1	2017年6月2日，日本厚生劳动省公布的人口动态统计数据显示，日本国内2016年出生的婴儿为97.6979万人，是1899年开始采用现行统计方法以来首次跌破100万人。为1970年至2016年日本人口出生数与人口死亡数统计图，，完成下题。日本人口自然增长数量的变化，可能产生的影响是	0	0	0	1	0	0
10710-0	黄土高原各类矿产潜在价值所占比例表完成下列各题。从表中数据可以看出，黄土高原地区矿产资源的特点是	1	0	0	0	0	0
10710-1	黄土高原各类矿产潜在价值所占比例表完成下列各题。黄土高原地区最突出的优势资源，其开发的限制性区位因素主要是	1	0	0	0	0	0
10719-0	反映了世界较发达区域欠发达区域1950-2050年城市和农村人口发展含预测情况。，完成下列问题。据图可知	0	1	0	1	1	0
10883-0	河流左右两岸的侵蚀和淤积面积的变化可以反映出河道宽度的变化。为1988-2014年黄河上游河套平原某河段左右岸侧向侵蚀与淤积面积的变化图正数为侵蚀，负数为淤积)。据此完成下题。该河段河道变宽幅度最大的时段是	1	0	1	0	0	0
10883-1	河流左右两岸的侵蚀和淤积面积的变化可以反映出河道宽度的变化。为1988-2014年黄河上游河套平原某河段左右岸侧向侵蚀与淤积面积的变化图正数为侵蚀，负数为淤积)。据此完成下题。2001年前后，河道宽度变化的幅度有显著改变的主要原因是	0	0	1	0	0	1
10909-0	区位熵又称专门化率，其值越高，地区产业集聚水平就越高一般来说，当区位熵大于1时，则该地区的某项经济指标在全国有优势当区位熵小于1时，则处于劣势如表为我国某地形区主要农产品产量的区位熵，据此完成下列各题该地区的地形与气候类型可能是	1	0	0	0	0	0
10910-0	为在人工模拟降雨条件下，不同性质的城市地对面水量入渗随时间变化。据此，下列各题。为了美化环境并减轻城市内涝的发生，城市下垫面最适宜增加	0	0	0	1	0	0
10923-0	图为我国某水库一年中入库水量和出库水量的变化情况。据此完成下列各题。该水库可能位于	0	0	0	0	1	0
10923-1	图为我国某水库一年中入库水量和出库水量的变化情况。据此完成下列各题。该水库一年中的最高水位出现在	0	0	0	1	0	0
10933-0	世界主要经济体的劳动人口比较表2013年）。，完成下列各题。2000年后中国成为世界工厂其原因主要是	0	0	0	1	0	0
10937-0	影响我国的台风大多数生成的源地在北纬10度至30度之间西太平洋洋面上，示意某台风中心向西经过福建某地时的风速变化，据此完成下列各题。台风什么时候最接近该地	1	0	0	0	0	0
10955-0	为秦岭太白山南北坡气温垂直递减率的变化情况。完成以下问题。太白山南北坡气温垂直递减率	0	0	0	1	0	0
10955-1	为秦岭太白山南北坡气温垂直递减率的变化情况。完成以下问题。影响南北坡5-9月气温垂直递减率差异的主要因素是①纬度②坡度③气流运动④植被覆盖	0	0	0	1	0	0
11039-0	据2009年2月26日国家统计局公布的数据，截至2008年我国总人口数已达13802万人，据此回答题。关于我国人口容量的估计最科学的是	0	1	0	0	0	0
11099-0	示意安徽省1990-2030年城市化水平统计及预测。，完成下列各题。安徽省城市化进程的表现有	0	1	0	0	0	1
11099-1	示意安徽省1990-2030年城市化水平统计及预测。，完成下列各题。目前安徽省城市化进程的特点是	0	1	0	0	0	1
11176-0	交通运输业是人为活动碳排放的第二大来源，仅次于电力与热力生产部门。1990-2012年我国客运交通碳排放强度单位乘客公里碳排放量示意图，完成下列各题。图示我国客运交通碳排放强度曲线①②③④分别代表	0	0	0	1	0	0
11183-0	为我国某省区三大产业产值比重与城市人口比重的变化图其中①代表第二产业产值比重的变化，②代表城市人口比重的变化，③代表第三产业产值比重的变化，④代表第一产业产值比重的变化。完成下题。分析图中各曲线的变化特点，该省区最可能是	0	0	0	1	0	1
11183-1	为我国某省区三大产业产值比重与城市人口比重的变化图其中①代表第二产业产值比重的变化，②代表城市人口比重的变化，③代表第三产业产值比重的变化，④代表第一产业产值比重的变化。完成下题。图中曲线变化反映出该省区的城市化发展特点是	0	0	0	1	0	1
11256-0	潜在支持比指一个国家的劳动年龄人口15-64岁与老年人口65岁以上的比率。为我国人口潜在支持比趋势图”。下列各题。图中信息反映了未来我国	0	0	0	0	0	1
11280-0	图中甲乙丙丁分别表示不同的国家。，完成下列问题。人口出生率高死亡率低自然增长率高的国家是	0	0	0	1	1	0
11280-1	图中甲乙丙丁分别表示不同的国家。，完成下列问题。与我国现阶段人口增长特点相似的国家是	0	0	0	1	1	0
11281-0	城市的道路交通建设会改变沿线地域的土地利用类型。我国某市轨道交通1号线开通前后土地利用的变化表，完成小题。城市轨道交通1号线开通前后，土地利用的主要变化特点是	0	0	0	1	0	0
11290-0	为辽宁省近十年人口出生率死亡率变化折线图。完成小题。2017年辽宁省的人口增长模式属于	0	0	0	0	1	0
11315-0	甲乙两类工业生产成本构成表完成下面各题。甲类工业部门最可能是	1	0	0	0	0	0
11315-1	甲乙两类工业生产成本构成表完成下面各题。乙类工业	1	0	0	0	0	0
11336-0	我国建国以来人口出生率与死亡率分析完成下题图中我国人口增长模式转变迅速的主要原因是	0	0	0	0	0	1
11367-0	几个地区农业基本情况比较表，完成下列各。①地区的农业地域类型可能是	0	0	1	0	0	0
11367-1	几个地区农业基本情况比较表，完成下列各。与②地区农业相似的地区是	0	0	1	0	0	0
11403-0	示意某国城镇人口和乡村人口的变化，下列各题20世纪该国城镇人口比重增长最快的时期是	0	1	0	0	0	1
11403-1	示意某国城镇人口和乡村人口的变化，下列各题1961-2006年，该国城镇化总体趋势表现为	0	0	0	0	0	1
11410-0	，下列各题。表示发达国家平均水平的可能是	0	0	0	0	1	0
11423-0	第六次全国人口普查部分数据表，下列各题。第六次全国人口普查的数据反映我国人口增长模式是	0	0	1	0	0	0
11423-1	第六次全国人口普查部分数据表，下列各题。四川广东两省人口变化的主要原因是	0	0	1	0	0	0
11439-0	城市建城区内的建筑物数量与建成区面积要随城市规划的变化而进行调整，为某大城市在城郊规划的一居住小区近7年来的区内建筑物数量与建成区面积增长率的动态变化图。下列各题。图中信息表明该居住小区	0	0	1	0	0	0
11443-0	我国某大型企业的原料供应地和生产地长期稳定，且原料和产品的运输量相同，下表表示该企业不同年代产品成本构成，下列各题。表：某企业不同年代产品成本构成与1995年相比，2010年该企业①产品销售范围扩大②工人工资水平明显下降③对外交通日趋便利④生产工艺明显提高	0	0	0	1	0	0
11452-0	表示我国东部中部和西部三个地带GDP亿元的增长，据此完成下列各题。能分别正确反映东中西部三个地带GDP增长的折线依次是	0	0	0	1	0	1
11452-1	表示我国东部中部和西部三个地带GDP亿元的增长，据此完成下列各题。关于三个地带发展的叙述，不正确的是	0	0	0	1	0	1
11452-2	表示我国东部中部和西部三个地带GDP亿元的增长，据此完成下列各题。有关①经济地带的叙述，错误的是	0	0	0	1	0	0
11468-0	某实验小组做如下实验：在花岗岩表面淋上25左右的水，记录其内外温度变化。为所测得的岩石内外温度变化曲线图。完成以下问题。该实验模拟的地质作用是	0	1	0	1	0	0
11485-0	人口抚养比是非劳动年龄人口数与劳动年龄人口数的比值，包括少儿抚养比0-14岁人口与15-64岁人口的比率和老年抚养比65岁及以上人口与15-64岁人口的比率）。图为世界发达地区欠发达地区及中国的人口抚养比及发展趋势统计图。下面小题。据图可知	0	0	0	1	0	1
11499-0	为北半球亚热带地区大陆东西两侧①、②两地降水量逐月累积折线图。完成小题。②地降水量与①地相比	0	0	0	1	0	0
11550-0	11月11日部分城市日出日落时间表。下列各题：六个城市中，两个城市之间白昼时间差值最大可达	0	0	1	0	0	0
11550-1	11月11日部分城市日出日落时间表。下列各题：请依据表中信息，下列四城市中纬度最高的是	0	0	1	0	0	0
11637-0	崇明县隶属上海市，位于长江入海口，全县地势平坦，由崇明长兴横沙三岛组成，总面积1411平方公里，其中崇明岛是世界上最大的河口冲积岛。图6为崇明县三大产业产值比重和城镇化率变化图，下列各题。崇明县	0	0	1	0	1	0
11637-1	崇明县隶属上海市，位于长江入海口，全县地势平坦，由崇明长兴横沙三岛组成，总面积1411平方公里，其中崇明岛是世界上最大的河口冲积岛。图6为崇明县三大产业产值比重和城镇化率变化图，下列各题。有关崇明县三大产业，叙述错误的是	0	0	0	0	0	1
11683-0	为1850-2050年中国英国和美国三国城市化进程示意图含预测）”。，下列各题。图中	0	1	0	1	0	0
11748-0	为北半球亚热带地区大陆东西两侧①、②两地降水量逐月累积折线图。完成小题。②地降水量与①地相比	0	0	0	1	0	0
11775-0	1996-2009年月黑子平均数监测曲线图，问题。未来太阳活动高峰年可能出现在哪一年	0	0	0	0	1	0
11778-0	房价收入比，是指住房价格与城市居民家庭年收入之比，合理的房价收入比标准为4-6之间。全国40个不同等级城市的房价收入比统计表。据此完成下列各题。我国不同等级城市房价收入比最合理的是	0	0	1	0	0	0
11781-0	近年来，越来越多的中国企业赴美投资建厂，早在1999年海尔公司选择在美国南卡莱罗纳州建厂，当地政府规定，每创造一个就业机会就减免2500美元的税收。南卡莱罗纳州与全美工资水平状况比较表，完成下列各题。海尔选择在美国的南卡莱罗纳州建厂，主导因素是	0	0	0	1	0	0
11811-0	是某国1940-2012年人口自然增长率变化情况。完成下面小题。图示时间段内，该国人口最少的年份是	0	0	1	0	0	0
11811-1	是某国1940-2012年人口自然增长率变化情况。完成下面小题。近年来该国人口增长模式为	0	0	0	0	0	1
11811-2	是某国1940-2012年人口自然增长率变化情况。完成下面小题。缓解该国目前人口问题的合理措施是①鼓励生育②推迟退休③提倡早婚④吸引移民	0	0	1	0	0	0
11823-0	水量盈余率是衡量水库蓄水量变化的重要指标水量盈余率流入量/流出量)，某水库各月水量盈余率统计表。完成下面小题。该水库储水量最小的月份是	0	0	1	0	0	0
11823-1	水量盈余率是衡量水库蓄水量变化的重要指标水量盈余率流入量/流出量)，某水库各月水量盈余率统计表。完成下面小题。该水库最有可能位于	0	0	1	0	0	0
11914-0	为20052012我国某省常住人口数量变化图。据此下列问题。该省常住人口变化的原因主要包括①生活和医疗水平下降②计划生育的有效实施③本地青壮年的大量迁出④农业生产结构的变化	0	0	0	0	0	1
11914-1	为20052012我国某省常住人口数量变化图。据此下列问题。该省常住人口变化的原因主要包括①生活和医疗水平下降②计划生育的有效实施③本地青壮年的大量迁出④农业生产结构的变化	0	0	0	0	0	1
11929-0	太阳辐射以平行光线的形式直接投射到地面上，称为太阳直接辐射。为贵州贵阳和新疆塔中塔里木盆地中部太阳直接辐射的年变化。下面小题。导致塔中春秋季太阳直接辐射差异的最主要原因是春季	0	0	0	0	1	0
11929-1	太阳辐射以平行光线的形式直接投射到地面上，称为太阳直接辐射。为贵州贵阳和新疆塔中塔里木盆地中部太阳直接辐射的年变化。下面小题。塔中和贵阳太阳直接辐射差异明显，其主要影响因素是	0	0	0	1	0	0
11951-0	我国某地区农业资源利用评价表单位：%），完成下面小题。该地区发展农业生产的限制性因素是	1	0	0	0	1	0
11951-1	我国某地区农业资源利用评价表单位：%），完成下面小题。该地区最适合种植的是	0	0	0	1	0	0
12009-0	示意我国部分省级行政区日照时数逐月变化。，完成下列各题。图中①②③所代表的省级行政区依次为	0	0	0	1	1	1
12009-1	示意我国部分省级行政区日照时数逐月变化。，完成下列各题。影响①省区日照时数逐月变化的主要因素是	0	0	0	0	1	1
