guid	text_a	most-value	in-decrease	speci	cmp	more-less	trend
guid_129-0	我国建国以来人口出生率与死亡率图完成下题图中我国人口增长模式转变迅速的主要原因是	0	1	0	0	0	0
guid_129-1	我国建国以来人口出生率与死亡率图完成下题引起人口增长模式转变的根本原因是	0	1	0	0	0	0
guid_130-0	是我国不同产业地理集中程度机器变化趋势统计图基尼系数数值越高，表明地理集中程度或专业化程度越高），小题：20世纪80年代以来，分布从较为分散到显著集中的产业是	0	1	0	0	0	0
guid_130-1	是我国不同产业地理集中程度机器变化趋势统计图基尼系数数值越高，表明地理集中程度或专业化程度越高），小题：该种产业从较为分散到集中分布，直接引起了我国	0	0	0	0	0	1
guid_131-0	该图为我国某地某水库多年平均月入库水量和月均水位变化图，完成问题。该水库的位置最可能的地区是	1	0	0	0	1	0
guid_131-1	该图为我国某地某水库多年平均月入库水量和月均水位变化图，完成问题。下列关于该水库所在区域的说法，正确的是	0	1	0	0	0	0
guid_132-0	表2是日本株式会社久保田是日本最大的农机制造商，在我国成立了多家农机生产销售和服务企业。表2是久保田农机信息吧统计的2010年我国部分地区小麦的收割时间。读后完成18-22题。四地小麦收割时间不同的主要影响因素是	0	0	0	1	0	0
guid_132-1	表2是日本株式会社久保田是日本最大的农机制造商，在我国成立了多家农机生产销售和服务企业。表2是久保田农机信息吧统计的2010年我国部分地区小麦的收割时间。读后完成18-22题。西藏小麦的收割时间比湖北	0	0	0	1	0	0
guid_132-2	表2是日本株式会社久保田是日本最大的农机制造商，在我国成立了多家农机生产销售和服务企业。表2是久保田农机信息吧统计的2010年我国部分地区小麦的收割时间。读后完成18-22题。湖北的粮食平均亩产比吉林	0	0	0	1	0	0
guid_133-0	结合所学知识问题。正确反映我国城市化水平变化的曲线是	0	0	0	1	0	0
guid_133-1	结合所学知识问题。在图示期间，与美国相比，我国	0	0	0	1	0	0
guid_134-0	我国10-14岁和55-59岁人口比重的变化图，下列问题。按照15-60岁为劳动力人口，我国劳动力人口比重最高的时段为	0	1	0	1	0	0
guid_134-1	我国10-14岁和55-59岁人口比重的变化图，下列问题。2014年前后，我国人口年龄结构变化带来的影响是	0	0	0	1	0	0
guid_135-0	结合所学知识问题。正确反映我国城市化水平变化的曲线是	0	0	0	1	0	1
guid_135-1	结合所学知识问题。在图示期间，与美国相比，我国	0	0	0	1	0	1
guid_136-0	中国日本和韩国人口负担系数百年比较图，下列各题国际上一般把人口负担系数≤50%的时期称为人口机会窗口期，据图，中国人口机会窗口达到顶点的时间为	1	0	0	0	0	0
guid_137-0	为我国东部地区某市国内生产总值及三大产业结构变化曲线图，下列各题。图中代表第三产业的是	0	1	0	1	0	0
guid_137-1	为我国东部地区某市国内生产总值及三大产业结构变化曲线图，下列各题。下列有关该市产业结构的描述，正确的是	0	1	0	1	0	0
guid_138-0	抚养比是指人口中非劳动年龄人口数与劳动年龄人口数之比。当总抚养比≤50%时称为人口红利期。是我国沿海某省2000-2010年抚养比变化。该省开始进入人口红利期的时间	0	0	1	0	0	0
guid_138-1	抚养比是指人口中非劳动年龄人口数与劳动年龄人口数之比。当总抚养比≤50%时称为人口红利期。是我国沿海某省2000-2010年抚养比变化。该省	0	1	0	0	0	0
guid_139-0	我国某大型企业的原料供应地和生产地长期稳定，且原料和产品的运输量相同，下表表示该企业不同年代产品成本构成，下列各题。表：某企业不同年代产品成本构成与1995年相比，2010年该企业①产品销售范围扩大②工人工资水平明显下降③对外交通日趋便利④生产工艺明显提高	0	0	0	1	0	0
guid_139-1	我国某大型企业的原料供应地和生产地长期稳定，且原料和产品的运输量相同，下表表示该企业不同年代产品成本构成，下列各题。表：某企业不同年代产品成本构成影响该大型企业布局的主导因素是	0	0	0	1	0	0
guid_140-0	完成：年太阳总辐射量③地小于①地的主要原因是	0	0	0	1	0	0
guid_141-0	绿色出行新理念已为我国许多城市市民所接受。为1986-2015年某城市市民主要出行方式变化图。下面小题。新理念对市民出行方式产生明显影响的年份开始于	0	1	0	0	0	0
guid_141-1	绿色出行新理念已为我国许多城市市民所接受。为1986-2015年某城市市民主要出行方式变化图。下面小题。市民出行方式变化对该城市产生的主要影响是	0	1	0	0	0	0
guid_142-0	城市居民出行耗时的多少与交通方式的选择和出行距离相关。我国某市和伦敦不同交通出行方式耗时表。据此完成下列问题。关于表中信息的，正确的是	1	0	0	1	0	0
guid_142-1	城市居民出行耗时的多少与交通方式的选择和出行距离相关。我国某市和伦敦不同交通出行方式耗时表。据此完成下列问题。为改善城市交通环境，提高居民的出行效率，我国某市今后应优先保障	1	0	0	0	0	0
guid_143-0	如图是我国东南沿海经济发达地区某新兴城市人口增长示意图下题1992年至1993年，该城市的人口增长率是	0	0	1	0	0	0
guid_143-1	如图是我国东南沿海经济发达地区某新兴城市人口增长示意图下题1991年至1998年，该城市人口迅速增长的主要原因是	0	1	0	0	0	0
guid_143-2	如图是我国东南沿海经济发达地区某新兴城市人口增长示意图下题该城市人口迅速增长，近期可能导致的主要问题是	0	1	0	0	0	0
guid_144-0	北半球各纬度某时是阳辐射量分布曲线图，下列各题。甲地太阳辐射量多的原因主要是①纬度低，太阳高度角较大②受副热带高压控制时间长，降水少③距海远，降水步④海拔高，大气稀薄，太阳辐射损耗少	1	0	1	0	0	0
guid_145-0	人口的性别结构是指一个国家或地区两性人口数量的比例关系，它通常由性别比这个指标加以度量。性别比为平均每100名女性所对应的男性人口的数量。为四条人口性别比例曲线，下列各题。曲线②代表的性别比变化出现的地区是	0	0	0	1	1	1
guid_145-1	人口的性别结构是指一个国家或地区两性人口数量的比例关系，它通常由性别比这个指标加以度量。性别比为平均每100名女性所对应的男性人口的数量。为四条人口性别比例曲线，下列各题。20世纪80年代以来曲线②所示地区性别比较低的原因是	0	0	0	1	1	1
guid_145-2	人口的性别结构是指一个国家或地区两性人口数量的比例关系，它通常由性别比这个指标加以度量。性别比为平均每100名女性所对应的男性人口的数量。为四条人口性别比例曲线，下列各题。曲线①峰值的出现可能带来的问题有	1	0	0	0	1	0
guid_146-0	是我国某地降水的年际变化曲线，根据图下列问题。该地区的气候类型是	1	0	0	0	0	0
guid_146-1	是我国某地降水的年际变化曲线，根据图下列问题。该地降水的年际变化对当地带来的影响是	1	0	0	0	0	0
guid_147-0	年龄中位数指将全体人口按年龄大小的自然顺序排列时居于中间位置的人的年龄数值，在这个年龄数值以上的人数和以下的人数相等。下面表格示意2010年部分国家及世界人口平均年龄中位数单位：岁）。据所学知识完成下列问题从表中可分析得到的正确结论是	0	0	0	1	0	0
guid_147-1	年龄中位数指将全体人口按年龄大小的自然顺序排列时居于中间位置的人的年龄数值，在这个年龄数值以上的人数和以下的人数相等。下面表格示意2010年部分国家及世界人口平均年龄中位数单位：岁）。据所学知识完成下列问题中国已经进入现代型人口增长阶段，但当前乃至今后一段时期内劳动力就业形势非常严峻。这是因为	0	0	0	1	0	0
guid_148-0	表示我国某地区多年平均水分盈亏量盈亏量降水量-蒸发量年内逐月变化，据此下题。该地形区可能位于	0	0	1	0	0	0
guid_148-1	表示我国某地区多年平均水分盈亏量盈亏量降水量-蒸发量年内逐月变化，据此下题。制约该地区发展农业生产的主导因素是	1	0	1	0	0	0
guid_149-0	热岛强度是指中心城区比郊区气温高出的数值大小，是某大城市热岛强度日变化示意图。完成下列问题。有关该城市热岛强度的描述，正确的是	1	0	0	1	0	0
guid_149-1	热岛强度是指中心城区比郊区气温高出的数值大小，是某大城市热岛强度日变化示意图。完成下列问题。对城市热岛强度成因的正确的是	1	0	0	1	0	0
guid_150-0	地表有效辐射是指地面辐射与地面吸收的大气逆辐射的差值，通常用地表有效辐射通量密度表示，通量密度越大，代表有效辐射越大。示意我国三个地区地表有效辐射通量密度的不同月份变化，据此下列问题。图中abc三地分别是	0	0	0	0	1	0
guid_151-0	湖水中盐分含量的变化可以反映湖泊水位以及气候的变化，所示为青海湖近l2万年以来盐分含量的变化。下列问题。青海湖近12万年来，最低水位出现的时间距今约	1	0	0	0	0	0
guid_152-0	我国某地一河流流量与含沙量逐月分布图，完成题。该河流春汛的主要补给是	0	0	0	0	1	0
guid_152-1	我国某地一河流流量与含沙量逐月分布图，完成题。该地区夏季降水的最主要类型是	0	0	0	0	1	0
guid_153-0	寒假，王教授回老家过年。在其家乡县城某路口统计了车流量和车辆信息，情况如下表。据此下列各题。从表中信息，可以确定	0	0	0	1	1	0
guid_153-1	寒假，王教授回老家过年。在其家乡县城某路口统计了车流量和车辆信息，情况如下表。据此下列各题。若车辆构成的变化是由于外出务工人员回家，结合材料可以推测，王教授的老家是	0	0	0	1	0	0
guid_153-2	寒假，王教授回老家过年。在其家乡县城某路口统计了车流量和车辆信息，情况如下表。据此下列各题。大年初六王教授的老家气温骤降，大年初七王教授驾车回广州。大年初九，回到广州的王教授也感到气温骤降。则	0	0	0	1	0	0
guid_154-0	北京时间2012年6月18日14时许，中国神舟九号飞船与天宫一号飞行器首次载人交会对接成功。航天员在天宫内生活了10天。是该期间某地某天的太阳高度变化情况。完成下列各题。该地的地理纬度是	1	0	0	0	0	0
guid_154-1	北京时间2012年6月18日14时许，中国神舟九号飞船与天宫一号飞行器首次载人交会对接成功。航天员在天宫内生活了10天。是该期间某地某天的太阳高度变化情况。完成下列各题。航天员在天官内生活期间	1	0	0	0	0	0
guid_155-0	乌鲁木齐市地处天山北坡及以北地区城市化对其市区土地利用的空间结构产生很大影响乌鲁木齐市区各主要功能用地2002年面积分布图与1998-2002年变化幅度分布图”,完成小题。图中M折线表示	0	1	0	1	0	0
guid_155-1	乌鲁木齐市地处天山北坡及以北地区城市化对其市区土地利用的空间结构产生很大影响乌鲁木齐市区各主要功能用地2002年面积分布图与1998-2002年变化幅度分布图”,完成小题。能反映乌鲁木齐市由南到北土地利用变化的是	0	1	0	1	0	0
guid_156-0	几个地区农业基本情况比较表，完成下列各。①地区的农业地域类型可能是	0	0	1	0	0	0
guid_156-1	几个地区农业基本情况比较表，完成下列各。与②地区农业相似的地区是	0	0	1	0	0	0
guid_157-0	中国印度斯里兰卡印度尼西亚日本五国某种农作物的栽培面积和生产量表，下列各题。该种农作物是	0	0	1	0	0	0
guid_158-0	城市的道路交通建设会改变沿线地域的土地利用类型。我国某市轨道交通1号线开通前后土地利用的变化表，完成小题。城市轨道交通1号线开通前后，土地利用的主要变化特点是	0	0	0	1	0	0
guid_158-1	城市的道路交通建设会改变沿线地域的土地利用类型。我国某市轨道交通1号线开通前后土地利用的变化表，完成小题。城市轨道交通的快速发展对城市发展的积极影响是	0	0	0	1	0	0
guid_159-0	右图为我国某河流的水文站在建坝前后测得的径流量曲线图。据此回答题.根据图中信息，该河流位于我国	0	0	0	1	1	0
guid_159-1	右图为我国某河流的水文站在建坝前后测得的径流量曲线图。据此回答题.下列有关该河流正确的说法是	0	0	0	1	1	0
guid_159-2	右图为我国某河流的水文站在建坝前后测得的径流量曲线图。据此回答题.该河流78月份径流量明显增加的主要因素是	0	0	0	1	1	0
guid_160-0	为某特大城市中心商务区白天人口与夜间人口密度变化图。白天人口主要指工作人口，夜间人口主要指居住人口。完成下列问题。中心商务区白天人口与夜间人口密度的变化直接反映	0	0	0	0	0	1
guid_160-1	为某特大城市中心商务区白天人口与夜间人口密度变化图。白天人口主要指工作人口，夜间人口主要指居住人口。完成下列问题。中心商务区白天人口与夜间人口密度变化的必备条件是	0	0	0	0	0	1
guid_161-0	某区域城市化战略设想图下列各题下列关于该区域城乡人口变化的叙述正确的是	0	0	0	1	0	0
guid_161-1	某区域城市化战略设想图下列各题下列关于该区域城市化水平的叙述正确的是	0	1	1	0	0	0
guid_162-0	为某河流的年径流量变化曲线示意图。回答题。该河流位于	1	0	0	0	1	0
guid_162-1	为某河流的年径流量变化曲线示意图。回答题。能正确反映该河流水文特征的是	1	0	0	0	1	0
guid_163-0	2016年末东北三省的常住人口年变化率情況表，完成下面小題。2016年东北三省的常住人口	1	0	0	1	0	0
guid_163-1	2016年末东北三省的常住人口年变化率情況表，完成下面小題。东三省人口迁移的主要自然因素是	0	0	1	0	0	0
guid_164-0	某城市市区由中心城区和远城区构成，图14为该城市不同时段人口年均增长率变化图，下列各题。图示时期，该城市人口	0	0	1	0	0	0
guid_164-1	某城市市区由中心城区和远城区构成，图14为该城市不同时段人口年均增长率变化图，下列各题。图示人口变化表明该市	0	0	1	0	0	0
guid_165-0	我国某省区常住人口和外来常住人口年龄结构统计图，完成下列各题。该省区最可能是	0	0	0	1	0	0
guid_166-0	为美国20世纪城市化进程示意图，完成下列各题。关于美国1945年至1970年间城市化进程的描述正确的是	0	1	0	0	0	0
guid_166-1	为美国20世纪城市化进程示意图，完成下列各题。1995年前后，美国城市化速度减慢的原因可能是	0	1	0	0	0	0
guid_167-0	工业化与城市化是推动区域经济社会发展的主要动力，某国工业化与城市化进程图，下列问题。有关该国工业化和城市化进程特点的叙述，正确的是	0	1	1	1	0	0
guid_168-0	辽宁省与广东省不同年份城市人口比重比较表据此完成下列各题。两省城市化进程差异明显，主要原因有①辽宁省城市化水平高主要得益于第三产业的快速发展②在1990-2000年间辽宁省城市化发展缓慢的原因之一是产业结构单一③广东省起步晚是由于气候条件优越，农业发达，制约了城市化的发展④广东省后来居上主要得益于外资企业的迅猛发展	0	1	0	1	0	0
guid_168-1	辽宁省与广东省不同年份城市人口比重比较表据此完成下列各题。两省城市化进一步发展具有共同的优势为	0	1	0	1	0	0
guid_169-0	拉萨河流拥有丰富的物质文化和非物质文化资源，拉萨位于宽阔的拉萨河谷地北侧。为拉萨7月降水量日平均变化图。完成下列各题。有关拉萨7月降水日变化成因的叙述，正确的是	0	0	0	0	1	0
guid_169-1	拉萨河流拥有丰富的物质文化和非物质文化资源，拉萨位于宽阔的拉萨河谷地北侧。为拉萨7月降水量日平均变化图。完成下列各题。近年来，当地开展拉萨河文化生态保护区规划工作。下列做法合理的有①提高文化生态景区的集聚性②利用河滩低地布局文化建筑③控制著名景区的旅客日流量④防治湿地退化吸收外来文化，改造当地民俗	0	0	0	0	1	0
guid_170-0	图8是1990-2010B年.我国能源消费与CGDP增长变化图。促进该市产业结构进一步升级的措施是\n①逐渐将纺织服装企业向内地转移②农林牧渔业全面发展\n③大量引进国外化工机械项目④加快发展第三产业	0	0	0	1	0	0
guid_170-1	图8是1990-2010B年.我国能源消费与CGDP增长变化图。能源消费与GDP的增长特点是	0	0	0	1	0	1
guid_171-0	能源生产结构：某类能源的生产量占能源生产总量的比例。能源消费结构：某类能源的消费量占能源消费总量的比例。我国煤炭和石油生产与消费结构差下列问题。上图说明我国	0	1	1	0	0	0
guid_171-1	能源生产结构：某类能源的生产量占能源生产总量的比例。能源消费结构：某类能源的消费量占能源消费总量的比例。我国煤炭和石油生产与消费结构差下列问题。目前，改善我国能源问题具可行性的措施有	0	1	1	0	0	0
guid_172-0	北半球某河流上下游径流量季节变化曲线图完成下列各题。该河上下游水源，最主要的补给方式，分别是	0	0	0	0	1	0
guid_172-1	北半球某河流上下游径流量季节变化曲线图完成下列各题。下列关于该河流的叙述，正确的是①夏汛②冬汛③位于地中海气候区④位于季风气候区可能分布在南欧可能分布在东亚	0	0	0	0	1	0
guid_173-0	人口机械增长率是指某地某时段内迁入与迁出人口数的差值与总人口之比。为上海市人口自然增长率和机械增长率变化图。完成下列各题。上海市人口数量最多的年份是	0	0	1	0	0	0
guid_173-1	人口机械增长率是指某地某时段内迁入与迁出人口数的差值与总人口之比。为上海市人口自然增长率和机械增长率变化图。完成下列各题。该市2010年后机械增长率下降的原因最可能是	0	1	0	0	0	0
guid_174-0	20世纪世界人口资源环境污染的相关示意图下列各题。关于人口增长资源环境污染相关关系的叙述，正确的是	0	0	0	1	0	1
guid_174-1	20世纪世界人口资源环境污染的相关示意图下列各题。由图示可反映出制约环境人口容量最主要的因素是	0	0	0	1	0	1
guid_175-0	示意我国部分省级行政区日照时数逐月变化。完成下列各题。图中①②③所代表的省级行政区依次为	0	0	0	1	1	1
guid_175-1	示意我国部分省级行政区日照时数逐月变化。完成下列各题。影响①省区日照时数逐月变化的主要因素是	0	0	0	0	1	1
guid_176-0	是2010年以来我国生产要素价格与汇率变化折线图，据此完成下列各题。2010年以来生产成本明显上升的企业有	0	1	0	0	0	0
guid_176-1	是2010年以来我国生产要素价格与汇率变化折线图，据此完成下列各题。下列企业行为主要受图示要素变化影响的是	0	1	0	0	0	0
guid_177-0	表示我国主要运输方式的运量和速度的特点。回答题。图中数字代表的运输方式为(　　)	1	0	0	1	0	0
guid_178-0	山东威海市近年来三大产业结构比例（%）及国内GDP总值亿元统计表。据此下列各题。1999年以来，威海市	0	0	0	1	0	1
guid_178-1	山东威海市近年来三大产业结构比例（%）及国内GDP总值亿元统计表。据此下列各题。与1999年相比，目前威海市	0	0	0	1	0	1
guid_179-0	基尼系数反映某种产业的地理集中程度，基尼系数越大，产业集中程度越高。我国1980-2007年四种工业基尼系数变化示意图，回答题。根据基尼系数变化曲线，②工业有可能为	0	0	0	0	0	1
guid_179-1	基尼系数反映某种产业的地理集中程度，基尼系数越大，产业集中程度越高。我国1980-2007年四种工业基尼系数变化示意图，回答题。近年来，②工业基尼系数有不断提高的趋势，其最主要的影响因素是	0	0	0	0	0	1
guid_180-0	水量盈余率是衡量水库蓄水量变化的重要指标水量盈余率流入量流出量)，2013年我国某水库各月水量盈余率统计图。完成下列各题。该水库储水量最大的时期是	1	0	1	0	0	0
guid_180-1	水量盈余率是衡量水库蓄水量变化的重要指标水量盈余率流入量流出量)，2013年我国某水库各月水量盈余率统计图。完成下列各题。该水库最有可能位于	1	1	1	0	0	0
guid_181-0	能源消费弹性系数是指能源消费的增长率与GDP增长率之比。该图是我国能源消费弹性系数和GDP增长率曲线图完成问题。下列叙述正确的是	0	0	0	1	0	1
guid_181-1	能源消费弹性系数是指能源消费的增长率与GDP增长率之比。该图是我国能源消费弹性系数和GDP增长率曲线图完成问题。2002-2004年间，我国的能源消费弹性系数较高，可能的原因是	0	0	0	1	0	1
guid_182-0	我国某省2010-2014年人口数据表。人口的数量变化对农业工业都有非常重要的影响。该省是我国耕地面积大重工业比重大的省份。据此以下问题。该省最可能是	0	0	1	0	0	0
guid_182-1	我国某省2010-2014年人口数据表。人口的数量变化对农业工业都有非常重要的影响。该省是我国耕地面积大重工业比重大的省份。据此以下问题。影响该省常住人口总数变化的主要因素是	0	0	1	0	0	0
guid_182-2	我国某省2010-2014年人口数据表。人口的数量变化对农业工业都有非常重要的影响。该省是我国耕地面积大重工业比重大的省份。据此以下问题。针对表中所反映的现象，该省采取的措施不合理的是	0	1	0	0	0	0
guid_183-0	反映四个国家的人口出生率和死亡率，据此完成下列各题。四国中人口自然增长率最高的是	0	0	0	1	0	0
guid_183-1	反映四个国家的人口出生率和死亡率，据此完成下列各题。图中②国最可能是	0	0	0	1	0	0
guid_184-0	我国通过实施计划生育政策来控制人口增长，取得了显著效果。为我国人口年增长曲线图。图中信息可以说明	0	1	0	0	1	1
guid_185-0	总抚养比是指非劳动年龄0-19岁65岁及以上人口与劳动年龄20-64岁人口之比，包括青少儿抚养比0-19岁人口与劳动人口之比和老年抚养比65岁及以上人口与劳动人口之比）。2016年1月1日起，我国全面放开二孩政策。为我国青少儿抚养比和老年抚养比变化预测图。据此下列问题。我国总抚养比呈持续上升的时间段是	0	1	0	0	0	0
guid_185-1	总抚养比是指非劳动年龄0-19岁65岁及以上人口与劳动年龄20-64岁人口之比，包括青少儿抚养比0-19岁人口与劳动人口之比和老年抚养比65岁及以上人口与劳动人口之比）。2016年1月1日起，我国全面放开二孩政策。为我国青少儿抚养比和老年抚养比变化预测图。据此下列问题。全面放开二孩政策20年内，我国	0	1	0	0	0	0
guid_186-0	径流系数就是某一时期的径流量毫米与这一时期的降水量毫米之比，用百分率表示，它能反映一个地区降水量有多少变成径流补给河流，有多少被蒸发或下渗。我国部分地区的径流系数，根据数据，下列各题。根据的数据，分析得出	0	0	0	1	1	0
guid_186-1	径流系数就是某一时期的径流量毫米与这一时期的降水量毫米之比，用百分率表示，它能反映一个地区降水量有多少变成径流补给河流，有多少被蒸发或下渗。我国部分地区的径流系数，根据数据，下列各题。调查发现南岭地区径流系数有增大的趋势，下列叙述正确的是	0	0	0	1	1	0
guid_187-0	中美两国每公斤纺纱成本价单位：美元对比表，完成下题。导致美国每公斤纺纱成本较低的因素有①劳动力价格②贸易壁垒③原料价格④优惠政策	0	0	0	1	0	0
guid_188-0	是我国30°N植被叶面积指数变化示意图叶面积指数是指单位土地面积上植物叶片总面积占土地面积的倍数)。完成下列各题。造成我国100°E以西地区植被叶面积指数较小的最主要因素是	0	0	0	0	1	0
guid_188-1	是我国30°N植被叶面积指数变化示意图叶面积指数是指单位土地面积上植物叶片总面积占土地面积的倍数)。完成下列各题。我国100°E以东地区植被叶面积变化，反映的地域分异规律主要是	0	0	0	0	1	1
guid_189-0	为某国人口自然增长率变化情况图1940-2015年）。完成下面小题。1970年该国	1	0	0	0	0	0
guid_189-1	为某国人口自然增长率变化情况图1940-2015年）。完成下面小题。2015年该国	0	0	1	0	0	0
guid_189-2	为某国人口自然增长率变化情况图1940-2015年）。完成下面小题。该国最可能是	1	0	1	0	0	0
guid_190-0	在2013年，我国整个自动化市场走出市场低速摆脱颓势，寻求平稳增长，而工业机器人市场仍然一路高歌，其增长水平远超自动化市场水平，达到高速快增。图4为我国2006年到2013年中国工业机器人市场规模统计图，下列问题。下列因素中有利于工业机器人生产规模大幅提高的有①我国人口红利已经消失②用工成本节节攀升且招工困难③高技术产业对工业机器人的需求扩大④发达国家或地区刘易斯人口拐点劳动力过剩向短缺的转折点到来中国制造业中机器人存在庞大的替代空间国家出台一系列的保护政策	0	0	0	0	0	1
guid_191-0	我国某城市学生连续三天实测日出日落时刻北京时间和正午标杆影长记录表据此完成下列各题。此时段	0	1	0	0	0	0
guid_191-1	我国某城市学生连续三天实测日出日落时刻北京时间和正午标杆影长记录表据此完成下列各题。关于此时段所属季节，下列叙述正确的是	0	1	0	0	0	0
guid_192-0	为我国某地1月份最高气温和最低气温曲线图。完成下列各题。下列日期前后最有可能出现阴雨天气的是	1	0	0	1	0	0
guid_192-1	为我国某地1月份最高气温和最低气温曲线图。完成下列各题。该地有可能位于我国	1	0	0	1	0	0
guid_193-0	地-气系统大气和地面吸收太阳短波辐射能量收入)，又向外发射长波辐射能量支出)，能量收支的差值，称为辐射差额。示意沿海某地多年平均辐射差额的月份分配。结合材料完成下列问题若只考虑辐射差额对气温的影响，该地气温最低的月份是	1	0	1	0	0	0
guid_193-1	地-气系统大气和地面吸收太阳短波辐射能量收入)，又向外发射长波辐射能量支出)，能量收支的差值，称为辐射差额。示意沿海某地多年平均辐射差额的月份分配。结合材料完成下列问题该地年总辐射差额为负值，年平均气温却未逐年下降。产生该现象的主要因素是	1	0	1	0	0	0
guid_194-0	地理集中度表示产业在区域空间的集聚程度，数值越小，集中度越低，反之越高。我国三大产业的地理集中度变化曲线图，完成第下题。近30年以来，我国三大产业空间格局呈现的变化是	0	0	0	0	0	1
guid_195-0	该表为我国土地荒漠化发展情况80年代以后，加速我国土地荒漠化面积扩大的主要原因是	0	1	0	0	0	1
guid_196-0	我国部分地区的土地生产潜力和最大可能人口密度表。结合，下列各题。表中信息反映的影响人口承载力的主导因素是	0	0	0	1	0	0
guid_196-1	我国部分地区的土地生产潜力和最大可能人口密度表。结合，下列各题。下列关于青藏地区环境人口容量的说法，正确的是①地域广大，资源丰富，环境人口容量大②地处内陆，气候干旱，环境人口容量小③生态脆弱，环境人口容量小④充分利用该地区丰富的太阳能资源，增大环境人口容量	0	0	0	0	1	0
guid_197-0	完成问题。如图所示，地面温度与气温的关系是	0	0	0	1	0	1
guid_197-1	完成问题。地面温度与气温的关系，说明地理原理是	0	0	0	1	0	1
guid_198-0	潜在支持比指一个国家的劳动年龄人口15-64岁与老年人口65岁以上的比率。为我国人口潜在支持比趋势图。下列各题。图中信息反映了未来我国	0	0	0	0	0	1
guid_198-1	潜在支持比指一个国家的劳动年龄人口15-64岁与老年人口65岁以上的比率。为我国人口潜在支持比趋势图。下列各题。2016年1月1日起，我国正式实施全面二孩政策。此项政策可能导致	0	0	0	0	0	1
guid_199-0	2013年12月上旬，长三角地区出现罕见的雾霾。反映绍兴某日近地面的PM2.5指数变化指数越大污染越严重）。完成下列各题。该日午后PM2.5指数低，其原因最可能是	0	0	0	0	1	0
guid_200-0	该表是我国某区域四季平均降水量和各等级降水量mm)，各等级降雨包含其它降水形式。据此完成下列问题。该区域的气候类型为	1	0	1	0	0	0
guid_200-1	该表是我国某区域四季平均降水量和各等级降水量mm)，各等级降雨包含其它降水形式。据此完成下列问题。该区域不可能发生的现象是	1	0	1	0	0	0
guid_201-0	近年来，大城市城区交通拥堵日趋严重。我国直辖市机动车辆数和主城区道路里程表，下列问题。据表推测，堵车最严重的城市是	1	0	0	0	0	0
guid_202-0	为我国某省区三大产业产值比重与城市人口比重的变化图其中①代表第二产业产值比重的变化，②代表城市人口比重的变化，③代表第三产业产值比重的变化，④代表第一产业产值比重的变化。完成下题。分析图中各曲线的变化特点，该省区最可能是	0	0	0	1	0	1
guid_202-1	为我国某省区三大产业产值比重与城市人口比重的变化图其中①代表第二产业产值比重的变化，②代表城市人口比重的变化，③代表第三产业产值比重的变化，④代表第一产业产值比重的变化。完成下题。图中曲线变化反映出该省区的城市化发展特点是	0	0	0	1	0	1
guid_202-2	为我国某省区三大产业产值比重与城市人口比重的变化图其中①代表第二产业产值比重的变化，②代表城市人口比重的变化，③代表第三产业产值比重的变化，④代表第一产业产值比重的变化。完成下题。该省区的第一产业比重逐步下降，其主要的原因是	0	0	0	0	0	1
guid_203-0	是我国不同年龄段人口变化图。下列问题。未来30年，我国人口发展将可能导致①人口死亡率较目前更低②国家养老金的支付压力增大③人口红利逐渐消失④电子装配业大量向我国转移	0	1	0	0	0	0
guid_203-1	是我国不同年龄段人口变化图。下列问题。为应对我国人口变化对社会经济发展带来的负面影响，目前采取的措施不可行的是	0	1	0	0	0	0
guid_204-0	2010年和2016年的中国大陆人口统计数据。完成下列问题对表中统计数据变化成因表述不正确的是	0	1	0	1	0	0
guid_204-1	2010年和2016年的中国大陆人口统计数据。完成下列问题与2010年相比，2016年人口年龄结构变化导致	0	1	0	1	0	0
guid_205-0	复种指数是指一定时期内一般为1年），在同一块耕地上，农作物的种植面积与耕地面积的比值。为我国某地区复种指数变化统计。据此完成下列各题。图示省份可能是	0	0	1	0	0	0
guid_205-1	复种指数是指一定时期内一般为1年），在同一块耕地上，农作物的种植面积与耕地面积的比值。为我国某地区复种指数变化统计。据此完成下列各题。导致该地图示时间内复种指数下降的主要原因是	0	1	0	0	0	0
guid_205-2	复种指数是指一定时期内一般为1年），在同一块耕地上，农作物的种植面积与耕地面积的比值。为我国某地区复种指数变化统计。据此完成下列各题。复种指数的降低带来	0	1	0	0	0	0
guid_206-0	图中甲乙丙丁分别表示不同的国家。完成下列问题。人口出生率高死亡率低自然增长率高的国家是	0	0	0	1	1	0
guid_206-1	图中甲乙丙丁分别表示不同的国家。完成下列问题。与我国现阶段人口增长特点相似的国家是	0	0	0	1	1	0
guid_207-0	我国不同时期的城市用地年平均增长率与城市人口年平均增长率统计表。据表下列各题。1985-2011年我国城市人口人均城市用地总体变化趋势为	0	0	1	0	0	0
guid_207-1	我国不同时期的城市用地年平均增长率与城市人口年平均增长率统计表。据表下列各题。据表并结合相关知识可以，1985年以来我国	0	0	1	0	0	0
guid_208-0	我国汽车保有量迅速增长，方便人们生活的同时也给城市带来巨大的压力。为某城市主要干道市区与郊区之间双向车速变化曲线图完成下列各题。关于图中①、②曲线所反映现象的说法，正确的是	0	0	0	0	1	0
guid_209-0	图是珠江三角洲地区工业总值增长示意图，问题。以经济的增长速度为标准，将珠江三角洲的发展划分为三个阶段，分别是	0	1	0	0	0	1
