guid	table_name	background	question	choice_A	choice_B	choice_C	choice_D	answer	gold	sentences
guid_460-0	某国工业化、城市化进程比较图	工业化与城市化是相互影响、相互制约，经济的不同发展阶段，工业化与城市化的进程快慢不同。读某国工业化、城市化进程比较图，完成下列问题。	关于该国工业化、城市化进程特点的叙述，正确的是（ ）①城市化与工业化呈同步增长趋势 ②该国城市化进程与工业化水平不相适应③该国属发达国家 ④阶段Ⅲ，该国经济增长主要来自第三产业	①②	③④	①③	②④	B	工业化水平先增加再下降,城市化水平一直增加。阶段Ⅲ为1940年-1970年。	对于城市化水平当时间为1967年水平取得最大值74.43%&对于工业化水平当时间为1938年水平取得最大值30.85%&对于城市化水平当时间为1803年水平取得最小值7.56%&对于工业化水平当时间为1803年水平取得最小值5.77%&对于城市化水平水平在区间1803年到1967年之间增加&对于工业化水平水平在区间1803年到1938年之间增加&对于城市化水平，在1938年到1967年之间，水平增长较快&对于工业化水平水平在区间1938年到1969年之间减小&对于工业化水平，在1938年到1969年之间，水平减少较快&对于城市化水平整体上，水平大于0%&对于城市化水平整体上，水平大于1%&对于城市化水平整体上，水平大于2%&对于城市化水平整体上，水平大于3%&对于城市化水平整体上，水平大于4%&对于工业化水平整体上，水平大于0%&对于工业化水平整体上，水平大于1%&对于工业化水平整体上，水平大于2%&对于工业化水平整体上，水平大于3%&对于工业化水平整体上，水平大于4%&在区间1803年到1967年之间，城市化水平的值大于工业化水平&对于城市化水平，在1938年到1967年之间，水平较大&对于工业化水平，在1938年到1969年之间，水平较大&城市化水平整体上逐渐增大&工业化水平整体上先增加后减小
guid_460-1	某国工业化、城市化进程比较图	工业化与城市化是相互影响、相互制约，经济的不同发展阶段，工业化与城市化的进程快慢不同。读某国工业化、城市化进程比较图，完成下列问题。	阶段Ⅲ，该国吸纳劳动力的主要产业部门有（ ）①劳动密集型产业 ②资源密集型产业 ③技术密集型产业 ④现代服务业	①②	②③	①④	③④	D	阶段Ⅲ城市化水平升高。工业化水平降低。	对于城市化水平当时间为1967年水平取得最大值74.43%&对于工业化水平当时间为1938年水平取得最大值30.85%&对于城市化水平当时间为1803年水平取得最小值7.56%&对于工业化水平当时间为1803年水平取得最小值5.77%&对于城市化水平水平在区间1803年到1967年之间增加&对于工业化水平水平在区间1803年到1938年之间增加&对于城市化水平，在1938年到1967年之间，水平增长较快&对于工业化水平水平在区间1938年到1969年之间减小&对于工业化水平，在1938年到1969年之间，水平减少较快&对于城市化水平整体上，水平大于0%&对于城市化水平整体上，水平大于1%&对于城市化水平整体上，水平大于2%&对于城市化水平整体上，水平大于3%&对于城市化水平整体上，水平大于4%&对于工业化水平整体上，水平大于0%&对于工业化水平整体上，水平大于1%&对于工业化水平整体上，水平大于2%&对于工业化水平整体上，水平大于3%&对于工业化水平整体上，水平大于4%&在区间1803年到1967年之间，城市化水平的值大于工业化水平&对于城市化水平，在1938年到1967年之间，水平较大&对于工业化水平，在1938年到1969年之间，水平较大&城市化水平整体上逐渐增大&工业化水平整体上先增加后减小
guid_240-0	20102040年我国人口老龄化程度预测图	为了延缓老龄化进程，我国调整了人口政策，2016年1月1日，正式实施全面放开“二孩”政策。下图为“2010-2040年我国人口老龄化程度预测图”。读下图，回答下列各题。	导致我国人口老龄化出现城乡差异的主要原因是（ ）	医疗水平	教育水平	人口迁移	环境质量	C	我国农村人口老龄化程度高于城市	对于农村人口老龄化程度当年份为2041年老龄化程度取得最大值38.10%&对于城镇人口老龄化程度当年份为2041年老龄化程度取得最大值26.82%&对于农村人口老龄化程度当年份为2010年老龄化程度取得最小值15.54%&对于城镇人口老龄化程度当年份为2010年老龄化程度取得最小值10.77%&对于农村人口老龄化程度老龄化程度在区间2010年到2041年之间增加&对于城镇人口老龄化程度老龄化程度在区间2010年到2041年之间增加&对于农村人口老龄化程度当年份为2010年老龄化程度农村人口老龄化程度为15.54%&对于城镇人口老龄化程度当年份为2010年老龄化程度城镇人口老龄化程度为10.77%&对于农村人口老龄化程度当年份为2041年老龄化程度农村人口老龄化程度为38.10%&对于城镇人口老龄化程度当年份为2041年老龄化程度城镇人口老龄化程度为26.82%&对于农村人口老龄化程度整体上，老龄化程度大于1%&对于城镇人口老龄化程度整体上，老龄化程度大于1%&对于农村人口老龄化程度整体上，老龄化程度大于0%&对于城镇人口老龄化程度整体上，老龄化程度大于0%&对于农村人口老龄化程度整体上，老龄化程度大于2%&对于城镇人口老龄化程度整体上，老龄化程度大于2%&对于农村人口老龄化程度整体上，老龄化程度大于3%&对于城镇人口老龄化程度整体上，老龄化程度大于3%&对于农村人口老龄化程度整体上，老龄化程度大于4%&对于城镇人口老龄化程度整体上，老龄化程度大于4%&在2010年到2041年之间农村人口老龄化程度老龄化程度大于城镇人口老龄化程度&对于农村人口老龄化程度，在2026年到2041年之间，老龄化程度较大&对于城镇人口老龄化程度，在2026年到2041年之间，老龄化程度较大&农村人口老龄化程度整体上逐渐增大&城镇人口老龄化程度整体上逐渐增大
guid_240-1	20102040年我国人口老龄化程度预测图	为了延缓老龄化进程，我国调整了人口政策，2016年1月1日，正式实施全面放开“二孩”政策。下图为“2010-2040年我国人口老龄化程度预测图”。读下图，回答下列各题。	“全面二孩”政策逐步实施后，可能产生的直接影响是（ ）	有利于扩大内需	人口老龄化问题得以解决	人口增长模式发生变化	男女性别比逐渐增大	A	我国农村人口老龄化程度高于城市	对于农村人口老龄化程度当年份为2041年老龄化程度取得最大值38.10%&对于城镇人口老龄化程度当年份为2041年老龄化程度取得最大值26.82%&对于农村人口老龄化程度当年份为2010年老龄化程度取得最小值15.54%&对于城镇人口老龄化程度当年份为2010年老龄化程度取得最小值10.77%&对于农村人口老龄化程度老龄化程度在区间2010年到2041年之间增加&对于城镇人口老龄化程度老龄化程度在区间2010年到2041年之间增加&对于农村人口老龄化程度当年份为2010年老龄化程度农村人口老龄化程度为15.54%&对于城镇人口老龄化程度当年份为2010年老龄化程度城镇人口老龄化程度为10.77%&对于农村人口老龄化程度当年份为2041年老龄化程度农村人口老龄化程度为38.10%&对于城镇人口老龄化程度当年份为2041年老龄化程度城镇人口老龄化程度为26.82%&对于农村人口老龄化程度整体上，老龄化程度大于1%&对于城镇人口老龄化程度整体上，老龄化程度大于1%&对于农村人口老龄化程度整体上，老龄化程度大于0%&对于城镇人口老龄化程度整体上，老龄化程度大于0%&对于农村人口老龄化程度整体上，老龄化程度大于2%&对于城镇人口老龄化程度整体上，老龄化程度大于2%&对于农村人口老龄化程度整体上，老龄化程度大于3%&对于城镇人口老龄化程度整体上，老龄化程度大于3%&对于农村人口老龄化程度整体上，老龄化程度大于4%&对于城镇人口老龄化程度整体上，老龄化程度大于4%&在2010年到2041年之间农村人口老龄化程度老龄化程度大于城镇人口老龄化程度&对于农村人口老龄化程度，在2026年到2041年之间，老龄化程度较大&对于城镇人口老龄化程度，在2026年到2041年之间，老龄化程度较大&农村人口老龄化程度整体上逐渐增大&城镇人口老龄化程度整体上逐渐增大
guid_547-0	北京市各月PM2.5分布状况图	北京市早已启用卫星监测雾霾PM2．5的污染状况。读北京市各月PM2.5分布状况图完成下列问题。	北京市利用卫星监测雾霾的污染状况，采用的地理信息技术是（ ）	GPS	RS	GIS	GPS和GIS	B	PM2.5浓度在3月-9月较低。在10月-12月和1月-2月较高。	对于PM2.5/gm^-3当月份为12.0PM2.5/取得最大值193.430699gm^-3&对于PM2.5/gm^-3当月份为7.0PM2.5/取得最小值33.916712gm^-3&对于PM2.5/gm^-3PM2.5/在区间7.0到10.0之间增加&对于PM2.5/gm^-3PM2.5/在区间1.0到6.0之间减小&对于PM2.5/gm^-3PM2.5/在区间10.0到12.0之间减小&对于PM2.5/gm^-3，在2.0到3.0之间，PM2.5/减少较快&对于PM2.5/gm^-3，在3.0到5.0之间，PM2.5/减少较慢&对于PM2.5/gm^-3当月份为2.0PM2.5/PM2.5/gm^-3为167.962079gm^-3&对于PM2.5/gm^-3当月份为5.0PM2.5/PM2.5/gm^-3为55.363971gm^-3&对于PM2.5/gm^-3当月份为3.0PM2.5/PM2.5/gm^-3为86.194405gm^-3&对于PM2.5/gm^-3当月份为1.0PM2.5/PM2.5/gm^-3为149.195728gm^-3&对于PM2.5/gm^-3当月份为4.0PM2.5/PM2.5/gm^-3为70.108961gm^-3&对于PM2.5/gm^-3整体上，PM2.5/大于2.0gm^-3&对于PM2.5/gm^-3整体上，PM2.5/大于5.0gm^-3&对于PM2.5/gm^-3整体上，PM2.5/大于3.0gm^-3&对于PM2.5/gm^-3整体上，PM2.5/大于0.0gm^-3&对于PM2.5/gm^-3整体上，PM2.5/大于1.0gm^-3&对于PM2.5/gm^-3整体上，PM2.5/大于4.0gm^-3&对于PM2.5/gm^-3，在1.0到2.0之间，PM2.5/较大&对于PM2.5/gm^-3，在10.0，PM2.5/较大&对于PM2.5/gm^-3，在12.0，PM2.5/较大&对于PM2.5/gm^-3，在2.0到9.0之间，PM2.5/较小&PM2.5/gm^-3整体上波动上升
guid_211-0	我国郑州、成都、南昌和广州四大城市年降水量的季节分配表	读我国郑州、成都、南昌和广州四大城市年降水量的季节分配表，回答问题。	表中①、②、③、④分别代表的城市是（ ）	成都、广州、郑州、南昌	广州、南昌、郑州、成都	成都、南昌、郑州、广州	广州、成都、郑州、南昌	B	①、②、④、③的年降水量依次减少。②的春季降水量最少。④的夏季降水量最多。③的秋季降水量最多。②的冬季降水量最多。	对于①当为年降水量mm取得最大值1680.5&对于②当为年降水量mm取得最大值1598&对于③当为年降水量mm取得最大值635.9&对于④当为年降水量mm取得最大值976.3&对于①当为冬季降水量%取得最小值7.2&对于②当为冬季降水量%取得最小值12.4&对于③当为冬季降水量%取得最小值4.6&对于④当为冬季降水量%取得最小值2.3&对于①在区间夏季降水量%到冬季降水量%之间减小&对于②在区间年降水量mm到冬季降水量%之间减小&对于③在区间夏季降水量%到冬季降水量%之间减小&对于④在区间夏季降水量%到冬季降水量%之间减小&年降水量mm①大于②&春季降水量%①大于②&夏季降水量%①大于②&秋季降水量%①大于②&冬季降水量%①大于②&年降水量mm①大于③&春季降水量%①大于③&夏季降水量%①大于③&夏季降水量%①小于③&秋季降水量%①小于③&冬季降水量%①小于③&春季降水量%①大于④&夏季降水量%①大于④&夏季降水量%①小于④&秋季降水量%①小于④&冬季降水量%①小于④&年降水量mm②大于③&春季降水量%②大于③&夏季降水量%②大于③&夏季降水量%②小于③&秋季降水量%②小于③&冬季降水量%②小于③&年降水量mm②大于④&夏季降水量%②大于④&夏季降水量%②小于④&秋季降水量%②小于④&冬季降水量%②小于④&春季降水量%③大于④&夏季降水量%③大于④&秋季降水量%③大于④&冬季降水量%③大于④&春季降水量%③小于④&夏季降水量%③小于④&秋季降水量%③小于④&冬季降水量%③小于④&①年降水量mm较大&②年降水量mm较大&③年降水量mm较大&④年降水量mm较大&①春季降水量%较小&①夏季降水量%较小&①秋季降水量%较小&①冬季降水量%较小&②春季降水量%较小&②夏季降水量%较小&②秋季降水量%较小&②冬季降水量%较小&③春季降水量%较小&③夏季降水量%较小&③秋季降水量%较小&③冬季降水量%较小&④春季降水量%较小&④夏季降水量%较小&④秋季降水量%较小&④冬季降水量%较小&①整体上先增加后减小&②整体上逐渐减小&③整体上先增加后减小&④整体上先增加后减小&年降水量mm③小于④
guid_211-1	我国郑州、成都、南昌和广州四大城市年降水量的季节分配表	读我国郑州、成都、南昌和广州四大城市年降水量的季节分配表，回答问题。	导致②城市夏季降水量比重最小的主要原因是（ ）	离海洋最远，受夏季风影响最小	受地形阻挡，位于夏季风背风坡	纬度高，受台风影响小	受副高控制，盛行下沉气流	D	②城市夏季降水量比重最小	对于①当为年降水量mm取得最大值1680.5&对于②当为年降水量mm取得最大值1598&对于③当为年降水量mm取得最大值635.9&对于④当为年降水量mm取得最大值976.3&对于①当为冬季降水量%取得最小值7.2&对于②当为冬季降水量%取得最小值12.4&对于③当为冬季降水量%取得最小值4.6&对于④当为冬季降水量%取得最小值2.3&对于①在区间夏季降水量%到冬季降水量%之间减小&对于②在区间年降水量mm到冬季降水量%之间减小&对于③在区间夏季降水量%到冬季降水量%之间减小&对于④在区间夏季降水量%到冬季降水量%之间减小&年降水量mm①大于②&春季降水量%①大于②&夏季降水量%①大于②&秋季降水量%①大于②&冬季降水量%①大于②&年降水量mm①大于③&春季降水量%①大于③&夏季降水量%①大于③&夏季降水量%①小于③&秋季降水量%①小于③&冬季降水量%①小于③&春季降水量%①大于④&夏季降水量%①大于④&夏季降水量%①小于④&秋季降水量%①小于④&冬季降水量%①小于④&年降水量mm②大于③&春季降水量%②大于③&夏季降水量%②大于③&夏季降水量%②小于③&秋季降水量%②小于③&冬季降水量%②小于③&年降水量mm②大于④&夏季降水量%②大于④&夏季降水量%②小于④&秋季降水量%②小于④&冬季降水量%②小于④&春季降水量%③大于④&夏季降水量%③大于④&秋季降水量%③大于④&冬季降水量%③大于④&春季降水量%③小于④&夏季降水量%③小于④&秋季降水量%③小于④&冬季降水量%③小于④&①年降水量mm较大&②年降水量mm较大&③年降水量mm较大&④年降水量mm较大&①春季降水量%较小&①夏季降水量%较小&①秋季降水量%较小&①冬季降水量%较小&②春季降水量%较小&②夏季降水量%较小&②秋季降水量%较小&②冬季降水量%较小&③春季降水量%较小&③夏季降水量%较小&③秋季降水量%较小&③冬季降水量%较小&④春季降水量%较小&④夏季降水量%较小&④秋季降水量%较小&④冬季降水量%较小&①整体上先增加后减小&②整体上逐渐减小&③整体上先增加后减小&④整体上先增加后减小&年降水量mm③小于④
guid_447-0	中国抚养比和就业比历史变迁及展望	一个国家的劳动年龄人口占总人口比重较大，抚养率比较低，为经济发展创造了有利的人口条件，即出现“人口红利”。反之，可能出现“人口负债”。抚养比是指少儿人口（0～14岁）及老年人口（65岁及以上）之和与劳动年龄人口（15～64岁）之比，就业比是指劳动年龄人口与总人口之比。读图，完成以下问题。	婴儿潮指的是在某一时期及特定地区，出生率较高的现象，下列年份中“婴儿潮”较明显的是（ ）	1950—1960年	1960—1970年	2000—2010年	2040—2050年	B	图示1960-1970年间抚养比较高,而此时间段我国人口老龄化程度极低。	对于抚养比当年份为1963年比率取得最大值78.70%&对于就业比当年份为2005年比率取得最大值71.94%&对于抚养比当年份为2014年比率取得最小值37%&对于就业比当年份为1964年比率取得最小值54.48%&对于抚养比比率在区间1950年到1963年之间增加&对于抚养比比率在区间2031年到2050年之间增加&对于就业比比率在区间1964年到2005年之间增加&对于抚养比，在2031年到2038年之间，比率增长较快&对于抚养比比率在区间1963年到2027年之间减小&对于就业比比率在区间2005年到2049年之间减小&对于抚养比，在1984年到1985年之间，比率减少较快&对于就业比，在2031年到2040年之间，比率减少较快&对于抚养比，在1958年到1984年之间，比率减少较慢&对于抚养比当年份为1950年比率抚养比为60.68%&对于抚养比当年份为2001年比率抚养比为45.47%&对于抚养比当年份为2005年比率抚养比为38.14%&对于抚养比当年份为2031年比率抚养比为43.78%&对于抚养比当年份为2050年比率抚养比为61.80%&对于抚养比当年份为2009年比率抚养比为40.39%&对于就业比当年份为1950年比率就业比为60.11%&对于就业比当年份为1998年比率就业比为66.87%&对于就业比当年份为2005年比率就业比为71.94%&对于就业比当年份为2040年比率就业比为64.06%&对于就业比当年份为2009年比率就业比为70.25%&对于抚养比，在1950年到1985年之间，比率大于50%&对于抚养比，在2038年到2050年之间，比率大于50%&对于抚养比，在1992年到2031年之间，比率小于50%&对于抚养比整体上，比率大于7%&对于就业比整体上，比率大于50%&对于就业比整体上，比率大于7%&对于抚养比整体上，比率大于0%&对于抚养比整体上，比率大于14%&对于抚养比，在1958年到1963年之间，比率大于65%&对于抚养比，在1984年到2050年之间，比率小于65%&对于抚养比整体上，比率大于15%&对于抚养比，在1958年到1963年之间，比率大于64%&对于抚养比，在1984年到2050年之间，比率小于64%&对于抚养比整体上，比率大于1%&对于抚养比整体上，比率大于2%&对于抚养比整体上，比率大于3%&对于抚养比整体上，比率大于4%&对于就业比整体上，比率大于0%&对于就业比整体上，比率大于14%&对于就业比，在1990年到2031年之间，比率大于65%&对于就业比，在1950年到1964年之间，比率小于65%&对于就业比，在2040年到2049年之间，比率小于65%&对于就业比整体上，比率大于15%&对于就业比，在1990年到2040年之间，比率大于64%&对于就业比，在1950年到1964年之间，比率小于64%&对于就业比整体上，比率大于1%&对于就业比整体上，比率大于2%&对于就业比整体上，比率大于3%&对于就业比整体上，比率大于4%&在区间1950年到1984年之间，抚养比的值大于就业比&在区间1984年到2038年之间，抚养比的值小于就业比&对于抚养比，在2038年到2050年之间，比率较大&对于就业比，在1990年到2031年之间，比率较大&对于抚养比，在1985年到2031年之间，比率较小&对于就业比，在1950年到1964年之间，比率较小&对于就业比，在2031年到2049年之间，比率较小&抚养比整体上波动上升&就业比整体上先增加后减小&对于抚养比，在1950年到1984年之间，比率较大&对于抚养比，在1984年到2038年之间，比率较小
guid_447-1	中国抚养比和就业比历史变迁及展望	一个国家的劳动年龄人口占总人口比重较大，抚养率比较低，为经济发展创造了有利的人口条件，即出现“人口红利”。反之，可能出现“人口负债”。抚养比是指少儿人口（0～14岁）及老年人口（65岁及以上）之和与劳动年龄人口（15～64岁）之比，就业比是指劳动年龄人口与总人口之比。读图，完成以下问题。	关于上图信息说法正确的是（ ）	就业比最低的时期是由于就业机会少导致的	抚养比最低的时期是由于劳动年龄人口较多导致的	2015年以后抚养比逐渐升高是由于婴儿潮导致的	近几年就业比逐渐下降将会导致劳动力严重不足	B	1960-1970年间抚养比较高，就业比较低。2000年-2030年抚养较低，就业比较高。	对于抚养比当年份为1963年比率取得最大值78.70%&对于就业比当年份为2005年比率取得最大值71.94%&对于抚养比当年份为2014年比率取得最小值37%&对于就业比当年份为1964年比率取得最小值54.48%&对于抚养比比率在区间1950年到1963年之间增加&对于抚养比比率在区间2031年到2050年之间增加&对于就业比比率在区间1964年到2005年之间增加&对于抚养比，在2031年到2038年之间，比率增长较快&对于抚养比比率在区间1963年到2027年之间减小&对于就业比比率在区间2005年到2049年之间减小&对于抚养比，在1984年到1985年之间，比率减少较快&对于就业比，在2031年到2040年之间，比率减少较快&对于抚养比，在1958年到1984年之间，比率减少较慢&对于抚养比当年份为1950年比率抚养比为60.68%&对于抚养比当年份为2001年比率抚养比为45.47%&对于抚养比当年份为2005年比率抚养比为38.14%&对于抚养比当年份为2031年比率抚养比为43.78%&对于抚养比当年份为2050年比率抚养比为61.80%&对于抚养比当年份为2009年比率抚养比为40.39%&对于就业比当年份为1950年比率就业比为60.11%&对于就业比当年份为1998年比率就业比为66.87%&对于就业比当年份为2005年比率就业比为71.94%&对于就业比当年份为2040年比率就业比为64.06%&对于就业比当年份为2009年比率就业比为70.25%&对于抚养比，在1950年到1985年之间，比率大于50%&对于抚养比，在2038年到2050年之间，比率大于50%&对于抚养比，在1992年到2031年之间，比率小于50%&对于抚养比整体上，比率大于7%&对于就业比整体上，比率大于50%&对于就业比整体上，比率大于7%&对于抚养比整体上，比率大于0%&对于抚养比整体上，比率大于14%&对于抚养比，在1958年到1963年之间，比率大于65%&对于抚养比，在1984年到2050年之间，比率小于65%&对于抚养比整体上，比率大于15%&对于抚养比，在1958年到1963年之间，比率大于64%&对于抚养比，在1984年到2050年之间，比率小于64%&对于抚养比整体上，比率大于1%&对于抚养比整体上，比率大于2%&对于抚养比整体上，比率大于3%&对于抚养比整体上，比率大于4%&对于就业比整体上，比率大于0%&对于就业比整体上，比率大于14%&对于就业比，在1990年到2031年之间，比率大于65%&对于就业比，在1950年到1964年之间，比率小于65%&对于就业比，在2040年到2049年之间，比率小于65%&对于就业比整体上，比率大于15%&对于就业比，在1990年到2040年之间，比率大于64%&对于就业比，在1950年到1964年之间，比率小于64%&对于就业比整体上，比率大于1%&对于就业比整体上，比率大于2%&对于就业比整体上，比率大于3%&对于就业比整体上，比率大于4%&在区间1950年到1984年之间，抚养比的值大于就业比&在区间1984年到2038年之间，抚养比的值小于就业比&对于抚养比，在2038年到2050年之间，比率较大&对于就业比，在1990年到2031年之间，比率较大&对于抚养比，在1985年到2031年之间，比率较小&对于就业比，在1950年到1964年之间，比率较小&对于就业比，在2031年到2049年之间，比率较小&抚养比整体上波动上升&就业比整体上先增加后减小&对于抚养比，在1950年到1984年之间，比率较大&对于抚养比，在1984年到2038年之间，比率较小
guid_451-0	1978年～2005年中国铁路客运量、客运周转量、货运量、货运周转量重心变化轨迹示意图”	客运周转量是指在一定时期内运送旅客数量与运送里程的乘积；货运周转量是指在一定时期内运送的货物吨数和它的运输距离的乘积；运输重心是指在区域空间里的某一点，在该点各个方向上的运输量能够维持相对均衡。下图为“1978年～2005年中国铁路客运量、客运周转量、货运量、货运周转量重心变化轨迹示意图”。读图回答以下问题。	1978年～2005年间我国铁路四指标重心移动的总体趋势是（ ）	向西南方向移动	向东北方向移动	向东南方向移动	向西北方向移动	A	1978年～2005年间客运量、客运周转量、货运量、货运周转量的纬度逐年降低。	对于客运量当年份为1978年北纬度数取得最大值37°&对于客运周转量当年份为1978年北纬度数取得最大值37°&对于货运量当年份为1982年北纬度数取得最大值36°&对于货运周转量当年份为1982年北纬度数取得最大值37°&对于客运量当年份为2004年北纬度数取得最小值34°&对于客运周转量当年份为2004年北纬度数取得最小值34°&对于货运量当年份为1996年北纬度数取得最小值36°&对于货运周转量当年份为2002年北纬度数取得最小值35°&对于客运周转量北纬度数在区间1981年到1984年之间增加&对于货运量北纬度数在区间1978年到1982年之间增加&对于货运量北纬度数在区间1984年到1986年之间增加&对于货运周转量北纬度数在区间1979年到1983年之间增加&对于货运周转量，在1980年到1982年之间，北纬度数增长较快&对于客运量北纬度数在区间1978年到1980年之间减小&对于客运量北纬度数在区间1982年到2004年之间减小&对于客运周转量北纬度数在区间1978年到1980年之间减小&对于客运周转量北纬度数在区间1984年到2004年之间减小&对于货运量北纬度数在区间1986年到2004年之间减小&对于货运周转量北纬度数在区间1983年到2004年之间减小&对于客运量，在1984年到2004年之间，北纬度数减少较快&对于客运周转量，在1978年到1979年之间，北纬度数减少较快&对于客运周转量，在1984年到1996年之间，北纬度数减少较快&对于货运周转量，在1983年到1990年之间，北纬度数减少较快&对于客运周转量，在1979年到1982年之间，北纬度数减少较慢&对于客运周转量，在1982年到1984年之间，北纬度数减少较慢&对于货运周转量，在1983年到1985年之间，北纬度数减少较慢&对于客运量当年份为1978年北纬度数客运量为37°&对于客运量当年份为2004年北纬度数客运量为34°&对于客运周转量当年份为1978年北纬度数客运周转量为37°&对于客运周转量当年份为2004年北纬度数客运周转量为34°&对于货运量当年份为1978年北纬度数货运量为36°&对于货运量当年份为2004年北纬度数货运量为36°&对于货运周转量当年份为1978年北纬度数货运周转量为37°&对于货运周转量当年份为2004年北纬度数货运周转量为35°&在区间1978年到2004年之间，客运量的值大于客运周转量&在区间1978年到1997年之间，客运量的值大于货运量&在区间1997年到2004年之间，客运量的值小于货运量&在区间1978年到1997年之间，客运量的值大于货运周转量&在区间1997年到2004年之间，客运量的值小于货运周转量&在区间1978年到1979年之间，客运周转量的值大于货运量&在区间1979年到2004年之间，客运周转量的值小于货运量&在区间1978年到2004年之间，客运周转量的值小于货运周转量&在区间1986年到2004年之间，货运量的值大于货运周转量&在区间1978年到1985年之间，货运量的值小于货运周转量&对于客运量，在1978年到1990年之间，北纬度数较大&对于客运周转量，在1978年到1985年之间，北纬度数较大&对于货运量，在1978年到1986年之间，北纬度数较大&对于货运周转量，在1978年到1985年之间，北纬度数较大&对于客运量，在1990年到2004年之间，北纬度数较小&对于客运周转量，在1985年到2004年之间，北纬度数较小&对于货运量，在1986年到2004年之间，北纬度数较小&对于货运周转量，在1985年到2004年之间，北纬度数较小&整体上，客运量变化不大&客运量整体上波动下降&整体上，客运周转量变化不大&客运周转量整体上波动下降&整体上，货运量变化不大&货运量整体上波动下降&整体上，货运周转量变化不大&货运周转量整体上先增加后减小
guid_451-1	1978年～2005年中国铁路客运量、客运周转量、货运量、货运周转量重心变化轨迹示意图”	客运周转量是指在一定时期内运送旅客数量与运送里程的乘积；货运周转量是指在一定时期内运送的货物吨数和它的运输距离的乘积；运输重心是指在区域空间里的某一点，在该点各个方向上的运输量能够维持相对均衡。下图为“1978年～2005年中国铁路客运量、客运周转量、货运量、货运周转量重心变化轨迹示意图”。读图回答以下问题。	据图可以判断，与其他3个指标相比（ ）	客运量的东西差异最小	货运量的东西差异最大	货运周转量南北差异减小的速度最慢	客运周转量南北差异减小的速度最快	D	客运周转量下降幅度最大。	对于客运量当年份为1978年北纬度数取得最大值37°&对于客运周转量当年份为1978年北纬度数取得最大值37°&对于货运量当年份为1982年北纬度数取得最大值36°&对于货运周转量当年份为1982年北纬度数取得最大值37°&对于客运量当年份为2004年北纬度数取得最小值34°&对于客运周转量当年份为2004年北纬度数取得最小值34°&对于货运量当年份为1996年北纬度数取得最小值36°&对于货运周转量当年份为2002年北纬度数取得最小值35°&对于客运周转量北纬度数在区间1981年到1984年之间增加&对于货运量北纬度数在区间1978年到1982年之间增加&对于货运量北纬度数在区间1984年到1986年之间增加&对于货运周转量北纬度数在区间1979年到1983年之间增加&对于货运周转量，在1980年到1982年之间，北纬度数增长较快&对于客运量北纬度数在区间1978年到1980年之间减小&对于客运量北纬度数在区间1982年到2004年之间减小&对于客运周转量北纬度数在区间1978年到1980年之间减小&对于客运周转量北纬度数在区间1984年到2004年之间减小&对于货运量北纬度数在区间1986年到2004年之间减小&对于货运周转量北纬度数在区间1983年到2004年之间减小&对于客运量，在1984年到2004年之间，北纬度数减少较快&对于客运周转量，在1978年到1979年之间，北纬度数减少较快&对于客运周转量，在1984年到1996年之间，北纬度数减少较快&对于货运周转量，在1983年到1990年之间，北纬度数减少较快&对于客运周转量，在1979年到1982年之间，北纬度数减少较慢&对于客运周转量，在1982年到1984年之间，北纬度数减少较慢&对于货运周转量，在1983年到1985年之间，北纬度数减少较慢&对于客运量当年份为1978年北纬度数客运量为37°&对于客运量当年份为2004年北纬度数客运量为34°&对于客运周转量当年份为1978年北纬度数客运周转量为37°&对于客运周转量当年份为2004年北纬度数客运周转量为34°&对于货运量当年份为1978年北纬度数货运量为36°&对于货运量当年份为2004年北纬度数货运量为36°&对于货运周转量当年份为1978年北纬度数货运周转量为37°&对于货运周转量当年份为2004年北纬度数货运周转量为35°&在区间1978年到2004年之间，客运量的值大于客运周转量&在区间1978年到1997年之间，客运量的值大于货运量&在区间1997年到2004年之间，客运量的值小于货运量&在区间1978年到1997年之间，客运量的值大于货运周转量&在区间1997年到2004年之间，客运量的值小于货运周转量&在区间1978年到1979年之间，客运周转量的值大于货运量&在区间1979年到2004年之间，客运周转量的值小于货运量&在区间1978年到2004年之间，客运周转量的值小于货运周转量&在区间1986年到2004年之间，货运量的值大于货运周转量&在区间1978年到1985年之间，货运量的值小于货运周转量&对于客运量，在1978年到1990年之间，北纬度数较大&对于客运周转量，在1978年到1985年之间，北纬度数较大&对于货运量，在1978年到1986年之间，北纬度数较大&对于货运周转量，在1978年到1985年之间，北纬度数较大&对于客运量，在1990年到2004年之间，北纬度数较小&对于客运周转量，在1985年到2004年之间，北纬度数较小&对于货运量，在1986年到2004年之间，北纬度数较小&对于货运周转量，在1985年到2004年之间，北纬度数较小&整体上，客运量变化不大&客运量整体上波动下降&整体上，客运周转量变化不大&客运周转量整体上波动下降&整体上，货运量变化不大&货运量整体上波动下降&整体上，货运周转量变化不大&货运周转量整体上先增加后减小
